id,results
1231,6
1232,2
1233,1
1234,1
1235,9
1236,0
1237,3
1238,2
1239,0
1240,7
1241,0
1242,4
1243,9
1244,2
1245,4
1246,3
1247,8
1248,7
1249,4
1250,4
1251,2
1252,4
1253,0
1254,8
1255,5
1256,3
1257,0
1258,5
1259,6
1260,5
1261,0
1262,9
1263,6
1264,0
1265,4
1266,0
1267,2
1268,7
1269,6
1270,0
1271,5
1272,3
1273,7
1274,3
1275,0
1276,7
1277,1
1278,6
1279,6
1280,6
1281,0
1282,3
1283,7
1284,2
1285,7
1286,6
1287,4
1288,4
1289,3
1290,5
1291,6
1292,3
1293,1
1294,0
1295,9
1296,5
1297,1
1298,6
1299,1
1300,9
1301,0
1302,3
1303,8
1304,7
1305,0
1306,6
1307,1
1308,9
1309,7
1310,3
1311,5
1312,0
1313,9
1314,7
1315,1
1316,5
1317,7
1318,9
1319,9
1320,0
1321,7
1322,0
1323,5
1324,6
1325,7
1326,0
1327,3
1328,8
1329,1
1330,6
1331,6
1332,1
1333,4
1334,7
1335,0
1336,2
1337,9
1338,6
1339,3
1340,8
1341,7
1342,2
1343,4
1344,3
1345,5
1346,1
1347,5
1348,4
1349,7
1350,8
1351,5
1352,6
1353,7
1354,1
1355,8
1356,2
1357,6
1358,5
1359,0
1360,7
1361,5
1362,9
1363,1
1364,9
1365,5
1366,9
1367,2
1368,5
1369,5
1370,6
1371,0
1372,1
1373,6
1374,1
1375,6
1376,6
1377,1
1378,3
1379,2
1380,6
1381,9
1382,7
1383,4
1384,1
1385,6
1386,7
1387,9
1388,0
1389,1
1390,0
1391,0
1392,9
1393,8
1394,7
1395,2
1396,8
1397,3
1398,6
1399,4
1400,5
1401,2
1402,2
1403,7
1404,4
1405,7
1406,6
1407,8
1408,3
1409,7
1410,2
1411,0
1412,7
1413,3
1414,2
1415,2
1416,3
1417,9
1418,1
1419,9
1420,6
1421,0
1422,7
1423,1
1424,0
1425,5
1426,9
1427,5
1428,7
1429,8
1430,1
1431,5
1432,5
1433,7
1434,4
1435,3
1436,5
1437,8
1438,3
1439,5
1440,4
1441,2
1442,0
1443,7
1444,2
1445,1
1446,4
1447,0
1448,7
1449,5
1450,0
1451,8
1452,9
1453,0
1454,7
1455,6
1456,4
1457,7
1458,6
1459,5
1460,5
1461,8
1462,2
1463,6
1464,6
1465,6
1466,2
1467,6
1468,9
1469,1
1470,0
1471,3
1472,3
1473,9
1474,8
1475,1
1476,7
1477,9
1478,3
1479,3
1480,3
1481,6
1482,4
1483,2
1484,8
1485,4
1486,8
1487,7
1488,0
1489,6
1490,8
1491,3
1492,5
1493,2
1494,2
1495,7
1496,9
1497,7
1498,8
1499,1
1500,4
1501,8
1502,7
1503,2
1504,0
1505,3
1506,2
1507,7
1508,9
1509,4
1510,9
1511,8
1512,3
1513,0
1514,0
1515,3
1516,8
1517,5
1518,2
1519,4
1520,0
1521,4
1522,8
1523,6
1524,6
1525,2
1526,8
1527,6
1528,5
1529,8
1530,2
1531,6
1532,4
1533,5
1534,3
1535,5
1536,3
1537,0
1538,4
1539,6
1540,0
1541,5
1542,0
1543,3
1544,7
1545,7
1546,6
1547,5
1548,9
1549,1
1550,7
1551,9
1552,6
1553,2
1554,3
1555,2
1556,9
1557,0
1558,2
1559,0
1560,2
1561,9
1562,4
1563,4
1564,3
1565,8
1566,0
1567,0
1568,8
1569,9
1570,4
1571,6
1572,9
1573,8
1574,2
1575,9
1576,2
1577,2
1578,2
1579,6
1580,0
1581,0
1582,1
1583,2
1584,0
1585,5
1586,7
1587,8
1588,2
1589,9
1590,7
1591,6
1592,7
1593,7
1594,8
1595,6
1596,9
1597,0
1598,5
1599,3
1600,9
1601,3
1602,8
1603,6
1604,7
1605,0
1606,7
1607,7
1608,7
1609,9
1610,8
1611,0
1612,6
1613,0
1614,5
1615,0
1616,9
1617,9
1618,1
1619,0
1620,7
1621,7
1622,1
1623,0
1624,5
1625,3
1626,2
1627,2
1628,8
1629,2
1630,9
1631,7
1632,1
1633,9
1634,1
1635,0
1636,2
1637,4
1638,5
1639,5
1640,6
1641,3
1642,7
1643,4
1644,1
1645,0
1646,8
1647,5
1648,0
1649,1
1650,6
1651,7
1652,1
1653,9
1654,7
1655,6
1656,5
1657,6
1658,4
1659,0
1660,7
1661,3
1662,9
1663,8
1664,1
1665,1
1666,3
1667,7
1668,0
1669,2
1670,8
1671,2
1672,5
1673,6
1674,7
1675,9
1676,0
1677,5
1678,0
1679,9
1680,7
1681,9
1682,3
1683,8
1684,4
1685,3
1686,9
1687,8
1688,0
1689,7
1690,9
1691,4
1692,1
1693,5
1694,7
1695,1
1696,4
1697,4
1698,3
1699,2
1700,3
1701,4
1702,7
1703,1
1704,5
1705,2
1706,9
1707,4
1708,2
1709,0
1710,6
1711,2
1712,2
1713,8
1714,5
1715,4
1716,2
1717,1
1718,5
1719,2
1720,8
1721,8
1722,4
1723,4
1724,1
1725,1
1726,2
1727,4
1728,6
1729,0
1730,3
1731,1
1732,2
1733,6
1734,2
1735,6
1736,3
1737,7
1738,5
1739,5
1740,6
1741,6
1742,3
1743,5
1744,8
1745,1
1746,7
1747,0
1748,5
1749,3
1750,4
1751,6
1752,4
1753,2
1754,5
1755,8
1756,8
1757,2
1758,9
1759,1
1760,9
1761,7
1762,0
1763,9
1764,5
1765,9
1766,4
1767,3
1768,9
1769,5
1770,6
1771,2
1772,7
1773,5
1774,1
1775,7
1776,5
1777,0
1778,6
1779,4
1780,3
1781,7
1782,9
1783,0
1784,6
1785,7
1786,6
1787,2
1788,3
1789,2
1790,1
1791,1
1792,4
1793,3
1794,1
1795,9
1796,2
1797,9
1798,4
1799,8
1800,8
1801,2
1802,6
1803,8
1804,8
1805,7
1806,8
1807,9
1808,5
1809,1
1810,2
1811,7
1812,5
1813,7
1814,5
1815,9
1816,8
1817,6
1818,8
1819,0
1820,1
1821,0
1822,9
1823,9
1824,5
1825,7
1826,3
1827,7
1828,9
1829,2
1830,0
1831,0
1832,2
1833,3
1834,2
1835,3
1836,0
1837,8
1838,8
1839,4
1840,2
1841,3
1842,7
1843,7
1844,8
1845,6
1846,0
1847,6
1848,7
1849,7
1850,1
1851,2
1852,2
1853,0
1854,7
1855,6
1856,1
1857,4
1858,9
1859,3
1860,4
1861,4
1862,6
1863,7
1864,7
1865,4
1866,3
1867,3
1868,7
1869,7
1870,0
1871,8
1872,7
1873,0
1874,4
1875,8
1876,8
1877,6
1878,5
1879,8
1880,0
1881,1
1882,8
1883,4
1884,4
1885,4
1886,1
1887,2
1888,4
1889,7
1890,8
1891,5
1892,3
1893,1
1894,6
1895,2
1896,5
1897,5
1898,9
1899,6
1900,0
1901,6
1902,2
1903,8
1904,5
1905,1
1906,9
1907,2
1908,6
1909,1
1910,4
1911,0
1912,7
1913,7
1914,6
1915,3
1916,3
1917,2
1918,5
1919,6
1920,1
1921,2
1922,6
1923,2
1924,7
1925,9
1926,7
1927,1
1928,1
1929,7
1930,2
1931,4
1932,7
1933,7
1934,6
1935,1
1936,5
1937,5
1938,3
1939,7
1940,3
1941,3
1942,4
1943,0
1944,4
1945,3
1946,2
1947,7
1948,9
1949,0
1950,6
1951,9
1952,0
1953,9
1954,8
1955,3
1956,2
1957,4
1958,0
1959,0
1960,2
1961,1
1962,3
1963,3
1964,1
1965,4
1966,1
1967,7
1968,1
1969,0
1970,3
1971,6
1972,4
1973,0
1974,1
1975,6
1976,7
1977,3
1978,1
1979,1
1980,1
1981,6
1982,1
1983,2
1984,6
1985,4
1986,6
1987,4
1988,8
1989,0
1990,0
1991,8
1992,5
1993,6
1994,0
1995,1
1996,9
1997,6
1998,2
1999,8
2000,3
2001,9
2002,4
2003,2
2004,6
2005,1
2006,5
2007,5
2008,9
2009,8
2010,2
2011,6
2012,3
2013,2
2014,1
2015,6
2016,8
2017,5
2018,1
2019,4
2020,7
2021,1
2022,5
2023,7
2024,7
2025,4
2026,5
2027,5
2028,7
2029,0
2030,8
2031,5
2032,8
2033,4
2034,3
2035,2
2036,1
2037,4
2038,7
2039,9
2040,2
2041,2
2042,0
2043,8
2044,9
2045,9
2046,6
2047,4
2048,6
2049,8
2050,4
2051,8
2052,7
2053,3
2054,1
2055,4
2056,9
2057,0
2058,0
2059,7
2060,3
2061,9
2062,6
2063,2
2064,8
2065,6
2066,5
2067,0
2068,2
2069,0
2070,6
2071,6
2072,1
2073,5
2074,4
2075,0
2076,9
2077,7
2078,0
2079,6
2080,3
2081,6
2082,8
2083,2
2084,3
2085,4
2086,9
2087,7
2088,7
2089,1
2090,7
2091,2
2092,9
2093,6
2094,1
2095,2
2096,1
2097,6
2098,1
2099,2
2100,4
2101,0
2102,1
2103,9
2104,7
2105,6
2106,3
2107,4
2108,5
2109,5
2110,1
2111,8
2112,5
2113,6
2114,0
2115,6
2116,7
2117,3
2118,4
2119,4
2120,6
2121,7
2122,1
2123,3
2124,4
2125,0
2126,0
2127,4
2128,6
2129,3
2130,3
2131,2
2132,3
2133,9
2134,3
2135,9
2136,3
2137,4
2138,2
2139,6
2140,4
2141,6
2142,2
2143,1
2144,6
2145,0
2146,0
2147,3
2148,9
2149,1
2150,1
2151,7
2152,2
2153,1
2154,6
2155,0
2156,1
2157,6
2158,9
2159,9
2160,2
2161,1
2162,2
2163,6
2164,9
2165,4
2166,7
2167,3
2168,3
2169,8
2170,2
2171,3
2172,6
2173,6
2174,7
2175,4
2176,8
2177,8
2178,0
2179,3
2180,7
2181,6
2182,1
2183,1
2184,0
2185,9
2186,4
2187,1
2188,2
2189,6
2190,5
2191,5
2192,0
2193,2
2194,5
2195,3
2196,1
2197,1
2198,4
2199,0
2200,4
2201,1
2202,8
2203,3
2204,8
2205,5
2206,7
2207,4
2208,4
2209,4
2210,9
2211,2
2212,6
2213,7
2214,9
2215,5
2216,7
2217,8
2218,8
2219,0
2220,7
2221,1
2222,7
2223,9
2224,8
2225,9
2226,7
2227,7
2228,1
2229,2
2230,9
2231,1
2232,8
2233,4
2234,6
2235,4
2236,9
2237,2
2238,5
2239,3
2240,0
2241,4
2242,3
2243,6
2244,8
2245,6
2246,5
2247,8
2248,6
2249,1
2250,2
2251,8
2252,2
2253,0
2254,2
2255,4
2256,3
2257,4
2258,5
2259,3
2260,7
2261,4
2262,0
2263,1
2264,9
2265,6
2266,4
2267,4
2268,0
2269,1
2270,5
2271,2
2272,0
2273,8
2274,7
2275,4
2276,3
2277,2
2278,5
2279,8
2280,5
2281,0
2282,2
2283,0
2284,9
2285,5
2286,3
2287,1
2288,7
2289,2
2290,0
2291,7
2292,0
2293,7
2294,2
2295,3
2296,0
2297,1
2298,2
2299,1
2300,5
2301,7
2302,5
2303,8
2304,7
2305,8
2306,7
2307,7
2308,6
2309,7
2310,9
2311,4
2312,2
2313,8
2314,2
2315,9
2316,6
2317,0
2318,4
2319,2
2320,2
2321,0
2322,2
2323,5
2324,2
2325,4
2326,2
2327,1
2328,9
2329,2
2330,5
2331,7
2332,5
2333,0
2334,4
2335,0
2336,9
2337,8
2338,3
2339,8
2340,7
2341,2
2342,9
2343,9
2344,5
2345,8
2346,4
2347,4
2348,9
2349,1
2350,9
2351,7
2352,1
2353,1
2354,5
2355,8
2356,8
2357,3
2358,6
2359,9
2360,4
2361,0
2362,2
2363,2
2364,3
2365,4
2366,9
2367,5
2368,0
2369,8
2370,6
2371,3
2372,2
2373,0
2374,5
2375,7
2376,3
2377,4
2378,9
2379,2
2380,8
2381,6
2382,2
2383,6
2384,4
2385,6
2386,3
2387,3
2388,7
2389,5
2390,5
2391,7
2392,6
2393,0
2394,0
2395,1
2396,7
2397,6
2398,8
2399,5
2400,1
2401,6
2402,8
2403,1
2404,7
2405,7
2406,7
2407,1
2408,5
2409,6
2410,0
2411,1
2412,8
2413,9
2414,8
2415,3
2416,6
2417,8
2418,0
2419,2
2420,1
2421,2
2422,4
2423,3
2424,7
2425,9
2426,6
2427,0
2428,4
2429,4
2430,6
2431,2
2432,8
2433,4
2434,7
2435,8
2436,9
2437,2
2438,8
2439,4
2440,1
2441,8
2442,7
2443,1
2444,9
2445,1
2446,6
2447,3
2448,7
2449,6
2450,5
2451,3
2452,1
2453,3
2454,2
2455,8
2456,3
2457,7
2458,2
2459,2
2460,6
2461,3
2462,4
2463,7
2464,1
2465,8
2466,5
2467,3
2468,2
2469,5
2470,3
2471,4
2472,1
2473,1
2474,2
2475,1
2476,7
2477,4
2478,0
2479,3
2480,4
2481,0
2482,3
2483,0
2484,9
2485,7
2486,7
2487,3
2488,6
2489,7
2490,3
2491,0
2492,1
2493,3
2494,2
2495,6
2496,1
2497,0
2498,7
2499,2
2500,9
2501,7
2502,3
2503,1
2504,6
2505,1
2506,0
2507,7
2508,2
2509,6
2510,1
2511,2
2512,2
2513,4
2514,7
2515,7
2516,3
2517,6
2518,8
2519,9
2520,4
2521,7
2522,2
2523,0
2524,7
2525,4
2526,3
2527,9
2528,2
2529,3
2530,8
2531,1
2532,1
2533,6
2534,2
2535,4
2536,4
2537,3
2538,9
2539,2
2540,0
2541,1
2542,5
2543,1
2544,9
2545,8
2546,0
2547,6
2548,3
2549,2
2550,8
2551,5
2552,1
2553,6
2554,8
2555,7
2556,9
2557,8
2558,1
2559,6
2560,7
2561,5
2562,8
2563,0
2564,5
2565,9
2566,3
2567,3
2568,9
2569,7
2570,1
2571,3
2572,8
2573,1
2574,3
2575,0
2576,2
2577,9
2578,8
2579,8
2580,2
2581,4
2582,7
2583,5
2584,6
2585,3
2586,4
2587,1
2588,7
2589,7
2590,3
2591,4
2592,8
2593,0
2594,2
2595,1
2596,7
2597,4
2598,0
2599,2
2600,9
2601,8
2602,4
2603,9
2604,5
2605,8
2606,7
2607,1
2608,6
2609,1
2610,4
2611,7
2612,8
2613,5
2614,8
2615,9
2616,2
2617,5
2618,1
2619,2
2620,9
2621,5
2622,1
2623,7
2624,6
2625,6
2626,7
2627,4
2628,1
2629,8
2630,3
2631,1
2632,1
2633,1
2634,7
2635,9
2636,5
2637,7
2638,1
2639,4
2640,1
2641,8
2642,2
2643,1
2644,1
2645,2
2646,0
2647,7
2648,0
2649,7
2650,5
2651,7
2652,0
2653,1
2654,3
2655,9
2656,0
2657,2
2658,3
2659,1
2660,6
2661,2
2662,9
2663,8
2664,6
2665,0
2666,6
2667,2
2668,6
2669,5
2670,2
2671,2
2672,1
2673,1
2674,5
2675,2
2676,6
2677,8
2678,0
2679,9
2680,6
2681,0
2682,4
2683,9
2684,4
2685,9
2686,4
2687,2
2688,9
2689,9
2690,4
2691,8
2692,3
2693,1
2694,9
2695,6
2696,2
2697,4
2698,9
2699,9
2700,8
2701,0
2702,1
2703,0
2704,5
2705,4
2706,4
2707,0
2708,7
2709,2
2710,4
2711,3
2712,2
2713,6
2714,8
2715,5
2716,0
2717,4
2718,3
2719,8
2720,9
2721,7
2722,2
2723,2
2724,5
2725,4
2726,5
2727,7
2728,2
2729,0
2730,5
2731,8
2732,4
2733,9
2734,5
2735,8
2736,2
2737,2
2738,2
2739,9
2740,0
2741,0
2742,3
2743,0
2744,9
2745,0
2746,6
2747,4
2748,3
2749,1
2750,6
2751,4
2752,4
2753,1
2754,1
2755,4
2756,9
2757,6
2758,2
2759,2
2760,7
2761,8
2762,8
2763,7
2764,6
2765,1
2766,4
2767,0
2768,7
2769,6
2770,7
2771,3
2772,5
2773,8
2774,1
2775,6
2776,3
2777,3
2778,8
2779,3
2780,2
2781,7
2782,1
2783,5
2784,3
2785,8
2786,6
2787,7
2788,9
2789,0
2790,2
2791,9
2792,8
2793,9
2794,3
2795,9
2796,8
2797,9
2798,8
2799,4
2800,4
2801,0
2802,8
2803,8
2804,2
2805,3
2806,3
2807,9
2808,8
2809,4
2810,9
2811,9
2812,4
2813,6
2814,2
2815,3
2816,3
2817,2
2818,8
2819,2
2820,0
2821,0
2822,7
2823,2
2824,3
2825,2
2826,1
2827,6
2828,7
2829,8
2830,4
2831,8
2832,3
2833,0
2834,5
2835,5
2836,8
2837,6
2838,1
2839,8
2840,1
2841,1
2842,3
2843,0
2844,6
2845,7
2846,3
2847,8
2848,7
2849,9
2850,5
2851,2
2852,4
2853,2
2854,3
2855,4
2856,6
2857,5
2858,3
2859,4
2860,9
2861,1
2862,8
2863,1
2864,4
2865,9
2866,4
2867,6
2868,0
2869,1
2870,5
2871,3
2872,9
2873,4
2874,3
2875,0
2876,0
2877,0
2878,3
2879,6
2880,2
2881,1
2882,7
2883,8
2884,7
2885,5
2886,9
2887,2
2888,7
2889,0
2890,7
2891,0
2892,6
2893,2
2894,7
2895,3
2896,2
2897,3
2898,0
2899,9
2900,3
2901,2
2902,0
2903,0
2904,3
2905,6
2906,0
2907,3
2908,8
2909,7
2910,1
2911,9
2912,8
2913,8
2914,4
2915,5
2916,4
2917,3
2918,9
2919,2
2920,8
2921,9
2922,0
2923,0
2924,5
2925,7
2926,6
2927,4
2928,0
2929,6
2930,8
2931,1
2932,0
2933,1
2934,7
2935,1
2936,9
2937,3
2938,6
2939,2
2940,9
2941,3
2942,0
2943,0
2944,9
2945,0
2946,2
2947,5
2948,2
2949,2
2950,6
2951,5
2952,6
2953,6
2954,2
2955,6
2956,1
2957,9
2958,0
2959,2
2960,6
2961,9
2962,0
2963,6
2964,7
2965,7
2966,8
2967,5
2968,3
2969,3
2970,2
2971,9
2972,4
2973,8
2974,3
2975,3
2976,0
2977,2
2978,2
2979,0
2980,7
2981,2
2982,7
2983,9
2984,5
2985,5
2986,7
2987,5
2988,1
2989,2
2990,1
2991,6
2992,9
2993,7
2994,6
2995,4
2996,5
2997,3
